"Date","TrueDate","CensusID","Counter","Site","Area","Type","Height_rel_MLLW_cm","ObservationType","TimeStart","TimeEnd","AreaCovered","CensusComments"
2014-05-01,2014-05-01,-556940970,"Mark_Novak","Yachats_Natural_Bridge","AF","Experimental",529,"Systematic Census","1899-12-30 06:22:00","1899-12-30 07:05:00",100,""
2014-05-01,2014-05-01,-297263962,"Mark_Novak","Yachats_Natural_Bridge","BB","Experimental",587,"Systematic Census","1899-12-30 10:16:00","1899-12-30 10:34:00",100,""
2014-05-01,2014-05-01,1132898820,"Mark_Novak","Yachats_Natural_Bridge","BE","Experimental",561,"Systematic Census","1899-12-30 10:35:00","1899-12-30 10:48:00",100,""
2014-05-01,2014-05-01,-492230345,"Mark_Novak","Yachats_Natural_Bridge","D","Experimental",569,"Systematic Census","1899-12-30 05:42:00","1899-12-30 05:53:00",100,""
2014-05-01,2014-05-01,1143859205,"Mark_Novak","Yachats_Natural_Bridge","E","Experimental",553,"Systematic Census","1899-12-30 07:57:00","1899-12-30 09:00:00",100,"30 unassociated eggs"
2014-05-01,2014-05-01,482923006,"Mark_Novak","Yachats_Natural_Bridge","F","Experimental",603,"Systematic Census","1899-12-30 05:53:00","1899-12-30 06:07:00",100,""
2014-05-01,2014-05-01,1428008210,"Mark_Novak","Yachats_Natural_Bridge","G","Experimental",492,"Systematic Census","1899-12-30 07:57:00","1899-12-30 09:00:00",100,""
2014-05-01,2014-05-03,1434087336,"Mark_Novak","Yachats_Natural_Bridge","A","Experimental",523,"Systematic Census","1899-12-30 10:23:00","1899-12-30 10:45:00",80,"7 No eggs (unassociated)"
2014-05-01,2014-05-03,-749423964,"Mark_Novak","Yachats_Natural_Bridge","AD","Experimental",562,"Systematic Census","1899-12-30 10:46:00","1899-12-30 11:08:00",30,"17 unassociated No eggs"
2014-05-01,2014-05-03,261751533,"Mark_Novak","Yachats_Natural_Bridge","AG","Experimental",204,"Systematic Census","1899-12-30 06:59:00","1899-12-30 07:43:00",100,"7 unasocciated eggs"
2014-05-01,2014-05-03,-1441114854,"Kyle_Coblentz","Yachats_Natural_Bridge","B","Experimental",496,"Systematic Census","1899-12-30 07:00:00","1899-12-30 10:23:00",35,"Start and end times guessed"
2014-05-01,2014-05-03,1428941981,"Mark_Novak","Yachats_Natural_Bridge","BC","Experimental",574,"Systematic Census","1899-12-30 07:44:00","1899-12-30 08:21:00",100,""
2014-05-01,2014-05-03,1467988583,"Mark_Novak","Yachats_Natural_Bridge","BD","Experimental",491,"Systematic Census","1899-12-30 11:08:00","1899-12-30 11:15:00",90,""
2014-05-01,2014-05-03,-29454835,"Mark_Novak","Yachats_Natural_Bridge","BF","Experimental",577,"Systematic Census","1899-12-30 08:22:00","1899-12-30 09:11:00",100,"11 eggs unassociated"
2014-05-01,2014-05-03,-1538922610,"Mark_Novak","Yachats_Natural_Bridge","C","Experimental",523,"Systematic Census","1899-12-30 09:21:00","1899-12-30 10:23:00",100,"12 + 36 Nc eggs unnassociated"
2014-05-29,2014-05-29,-1392189249,"Mark_Novak","Yachats_Natural_Bridge","A","Experimental",523,"Systematic Census","1899-12-30 06:27:00","1899-12-30 07:09:00",50,"3 + 43 unassociated eggs"
2014-05-29,2014-05-29,964994773,"Mark_Novak","Yachats_Natural_Bridge","AB","Experimental",481,"Systematic Census","1899-12-30 08:54:00","1899-12-30 09:41:00",100,""
2014-05-29,2014-05-29,691828809,"Mark_Novak","Yachats_Natural_Bridge","BC","Experimental",574,"Systematic Census","1899-12-30 04:25:00","1899-12-30 05:12:00",60,"30 eggs"
2014-05-29,2014-05-29,-1830930107,"Mark_Novak","Yachats_Natural_Bridge","BE","Experimental",561,"Systematic Census","1899-12-30 06:13:00","1899-12-30 06:25:00",100,""
2014-05-29,2014-05-29,-281910083,"Mark_Novak","Yachats_Natural_Bridge","BF","Experimental",577,"Systematic Census","1899-12-30 05:14:00","1899-12-30 06:12:00",100,""
2014-05-29,2014-05-29,1806038117,"Mark_Novak","Yachats_Natural_Bridge","C","Experimental",523,"Systematic Census","1899-12-30 07:10:00","1899-12-30 08:00:00",50,"12+18 unassociated No eggs; 25 unassociated Nc eggs"
2014-05-29,2014-05-29,184867828,"Mark_Novak","Yachats_Natural_Bridge","D","Experimental",569,"Systematic Census","1899-12-30 09:44:00","1899-12-30 09:58:00",100,""
2014-05-29,2014-05-29,-593669173,"Mark_Novak","Yachats_Natural_Bridge","E","Experimental",553,"Systematic Census","1899-12-30 08:10:00","1899-12-30 08:52:00",50,"5+5+9 unassociated eggs"
2014-05-29,2014-05-29,726505658,"Mark_Novak","Yachats_Natural_Bridge","F","Experimental",603,"Systematic Census","1899-12-30 09:59:00","1899-12-30 10:15:00",100,""
2014-05-29,2014-05-31,1689651944,"Mark_Novak","Yachats_Natural_Bridge","AC","Experimental",550,"Systematic Census","1899-12-30 05:42:00","1899-12-30 06:06:00",100,""
2014-05-29,2014-05-31,1311424807,"Mark_Novak","Yachats_Natural_Bridge","AD","Experimental",562,"Systematic Census","1899-12-30 07:55:00","1899-12-30 08:50:00",30,"5 unassociated eggs"
2014-05-29,2014-05-31,-292427252,"Mark_Novak","Yachats_Natural_Bridge","AE","Experimental",512,"Systematic Census","1899-12-30 09:32:00","1899-12-30 10:10:00",50,"25 unassociated No eggs"
2014-05-29,2014-05-31,-378464504,"Mark_Novak","Yachats_Natural_Bridge","AF","Experimental",529,"Systematic Census","1899-12-30 06:07:00","1899-12-30 07:02:00",100,""
2014-05-29,2014-05-31,567500591,"Mark_Novak","Yachats_Natural_Bridge","AG","Experimental",204,"Systematic Census","1899-12-30 10:12:00","1899-12-30 11:04:00",100,""
2014-05-29,2014-05-31,382704978,"Mark_Novak","Yachats_Natural_Bridge","B","Experimental",496,"Systematic Census","1899-12-30 08:58:00","1899-12-30 09:30:00",25,"19+24 unassociated Nc eggs"
2014-05-29,2014-05-31,1284872213,"Mark_Novak","Yachats_Natural_Bridge","BB","Experimental",587,"Systematic Census","1899-12-30 11:06:00","1899-12-30 11:28:00",25,""
2014-05-29,2014-05-31,-429927630,"Mark_Novak","Yachats_Natural_Bridge","BD","Experimental",491,"Systematic Census","1899-12-30 11:29:00","1899-12-30 11:31:00",5,""
2014-05-29,2014-05-31,-286539116,"Mark_Novak","Yachats_Natural_Bridge","G","Experimental",492,"Systematic Census","1899-12-30 07:04:00","1899-12-30 07:52:00",25,"7 unassociated eggs"
2014-06-23,2014-06-23,1430152543,"Mark_Novak","Yachats_Natural_Bridge","AC","Experimental",550,"Systematic Census","1899-12-30 03:51:00","1899-12-30 04:20:00",100,""
2014-06-23,2014-06-23,-1523331057,"Mark_Novak","Yachats_Natural_Bridge","AF","Experimental",529,"Systematic Census","1899-12-30 05:31:00","1899-12-30 06:35:00",75,""
2014-06-23,2014-06-23,-444937932,"Mark_Novak","Yachats_Natural_Bridge","BE","Experimental",561,"Systematic Census","1899-12-30 04:23:00","1899-12-30 04:48:00",100,""
2014-06-23,2014-06-23,-892142174,"Mark_Novak","Yachats_Natural_Bridge","BF","Experimental",577,"Systematic Census","1899-12-30 04:49:00","1899-12-30 05:45:00",70,""
2014-06-23,2014-06-23,1750491967,"Mark_Novak","Yachats_Natural_Bridge","D","Experimental",569,"Systematic Census","1899-12-30 02:35:00","1899-12-30 03:15:00",100,""
2014-06-23,2014-06-23,227260181,"Mark_Novak","Yachats_Natural_Bridge","F","Experimental",603,"Systematic Census","1899-12-30 03:15:00","1899-12-30 03:48:00",100,""
2014-06-23,2014-06-24,2033084785,"Mark_Novak","Yachats_Natural_Bridge","A","Experimental",523,"Systematic Census","1899-12-30 05:07:00","1899-12-30 05:39:00",30,""
2014-06-23,2014-06-24,-1682213971,"Mark_Novak","Yachats_Natural_Bridge","AD","Experimental",562,"Systematic Census","1899-12-30 04:00:00","1899-12-30 04:32:00",20,""
2014-06-23,2014-06-24,-863131346,"Mark_Novak","Yachats_Natural_Bridge","AE","Experimental",512,"Systematic Census","1899-12-30 04:33:00","1899-12-30 05:03:00",20,""
2014-06-23,2014-06-24,-521762878,"Mark_Novak","Yachats_Natural_Bridge","AG","Experimental",204,"Systematic Census","1899-12-30 06:59:00","1899-12-30 07:42:00",100,""
2014-06-23,2014-06-24,-1348414052,"Mark_Novak","Yachats_Natural_Bridge","BB","Experimental",587,"Systematic Census","1899-12-30 03:11:00","1899-12-30 03:59:00",80,""
2014-06-23,2014-06-24,-1531580175,"Mark_Novak","Yachats_Natural_Bridge","C","Experimental",523,"Systematic Census","1899-12-30 05:48:00","1899-12-30 06:15:00",25,"30 unassociated No eggs"
2014-06-23,2014-06-24,2126798600,"Mark_Novak","Yachats_Natural_Bridge","G","Experimental",492,"Systematic Census","1899-12-30 06:17:00","1899-12-30 06:57:00",100,""
2014-06-23,2014-06-25,310871261,"Mark_Novak","Yachats_Natural_Bridge","AB","Experimental",481,"Systematic Census","1899-12-30 04:57:00","1899-12-30 05:56:00",40,""
2014-06-23,2014-06-25,-281634666,"Mark_Novak","Yachats_Natural_Bridge","BC","Experimental",574,"Systematic Census","1899-12-30 03:21:00","1899-12-30 04:20:00",25,"6+10 unassociated No eggs"
2014-06-23,2014-06-25,1341460476,"Mark_Novak","Yachats_Natural_Bridge","BD","Experimental",491,"Systematic Census","1899-12-30 04:23:00","1899-12-30 04:50:00",85,""
2014-06-23,2014-06-25,632675384,"Mark_Novak","Yachats_Natural_Bridge","E","Experimental",553,"Systematic Census","1899-12-30 06:02:00","1899-12-30 07:00:00",60,""
2014-07-24,2014-07-24,763642561,"Mark_Novak","Yachats_Natural_Bridge","A","Experimental",523,"Systematic Census","1899-12-30 05:06:00","1899-12-30 05:43:00",20,"most mussels gone again, leaving large Bg re-exposed. Starting to recognize young Mytilus californianus in plots"
2014-07-24,2014-07-24,-1583097490,"Mark_Novak","Yachats_Natural_Bridge","AC","Experimental",550,"Systematic Census","1899-12-30 08:18:00","1899-12-30 08:28:00",100,""
2014-07-24,2014-07-24,-580263712,"Mark_Novak","Yachats_Natural_Bridge","B","Experimental",496,"Systematic Census","1899-12-30 07:04:00","1899-12-30 07:26:00",5,"21+6 unassociated No eggs, 36+35 unassociated Nc eggs"
2014-07-24,2014-07-24,1444356153,"Mark_Novak","Yachats_Natural_Bridge","C","Experimental",523,"Systematic Census","1899-12-30 06:12:00","1899-12-30 07:00:00",25,"8+14+14+12+3+37+38+17+14 unassociated eggs"
2014-07-24,2014-07-24,-702430976,"Mark_Novak","Yachats_Natural_Bridge","D","Experimental",569,"Systematic Census","1899-12-30 07:27:00","1899-12-30 07:53:00",100,""
2014-07-24,2014-07-24,1614834854,"Mark_Novak","Yachats_Natural_Bridge","E","Experimental",553,"Systematic Census","1899-12-30 04:21:00","1899-12-30 05:04:00",20,"73 eggs in 6 patches + 9 + 8 + 7 + 13 + 16 +8 + 4 unassociated eggs"
2014-07-24,2014-07-24,-878318088,"Mark_Novak","Yachats_Natural_Bridge","F","Experimental",603,"Systematic Census","1899-12-30 07:54:00","1899-12-30 08:16:00",100,""
2014-07-24,2014-07-25,372335969,"Mark_Novak","Yachats_Natural_Bridge","AD","Experimental",562,"Systematic Census","1899-12-30 07:31:00","1899-12-30 08:09:00",20,"37 unassociated No eggs"
2014-07-24,2014-07-25,1472612998,"Mark_Novak","Yachats_Natural_Bridge","AF","Experimental",529,"Systematic Census","1899-12-30 08:10:00","1899-12-30 08:37:00",100,""
2014-07-24,2014-07-25,1003437040,"Mark_Novak","Yachats_Natural_Bridge","AG","Experimental",204,"Systematic Census","1899-12-30 08:41:00","1899-12-30 09:16:00",75,""
2014-07-24,2014-07-25,1914097709,"Mark_Novak","Yachats_Natural_Bridge","BD","Experimental",491,"Systematic Census","1899-12-30 06:51:00","1899-12-30 07:30:00",90,"13+18+8+14 unassociated No eggs"
2014-07-24,2014-07-27,-586357757,"Mark_Novak","Yachats_Natural_Bridge","AB","Experimental",481,"Systematic Census","1899-12-30 08:15:00","1899-12-30 09:00:00",25,"6 unassociated eggs"
2014-07-24,2014-07-27,1168070382,"Mark_Novak","Yachats_Natural_Bridge","BC","Experimental",574,"Systematic Census","1899-12-30 07:19:00","1899-12-30 08:08:00",25,"38+8 unassociated No eggs"
2014-07-24,2014-07-27,1902141305,"Mark_Novak","Yachats_Natural_Bridge","BE","Experimental",561,"Systematic Census","1899-12-30 05:40:00","1899-12-30 06:08:00",100,""
2014-07-24,2014-07-27,-1460210915,"Mark_Novak","Yachats_Natural_Bridge","BF","Experimental",577,"Systematic Census","1899-12-30 05:09:00","1899-12-30 07:17:00",80,"29 unassociated No eggs"
2014-07-24,2014-07-27,1304912713,"Mark_Novak","Yachats_Natural_Bridge","G","Experimental",492,"Systematic Census","1899-12-30 09:02:00","1899-12-30 10:09:00",40,"14+7+8+9 unassociated No eggs"
2014-07-24,2014-07-28,1493530847,"Mark_Novak","Yachats_Natural_Bridge","A","Experimental",523,"Systematic Census","1899-12-30 08:45:00","1899-12-30 09:13:00",20,"additional observations"
2014-07-24,2014-07-28,-2095942308,"Mark_Novak","Yachats_Natural_Bridge","AE","Experimental",512,"Systematic Census","1899-12-30 06:00:00","1899-12-30 07:19:00",100,""
2014-07-24,2014-07-28,420542491,"Mark_Novak","Yachats_Natural_Bridge","BB","Experimental",587,"Systematic Census","1899-12-30 07:24:00","1899-12-30 08:40:00",60,"10 unassociated No eggs"
2014-09-08,2014-09-08,2047736193,"Mark_Novak","Yachats_Natural_Bridge","A","Experimental",523,"Systematic Census","1899-12-30 04:48:00","1899-12-30 05:38:00",25,""
2014-09-08,2014-09-08,-1057019388,"Mark_Novak","Yachats_Natural_Bridge","AB","Experimental",481,"Systematic Census","1899-12-30 08:11:00","1899-12-30 08:18:00",100,""
2014-09-08,2014-09-08,-95740455,"Mark_Novak","Yachats_Natural_Bridge","AC","Experimental",550,"Systematic Census","1899-12-30 03:20:00","1899-12-30 03:26:00",100,""
2014-09-08,2014-09-08,1049509098,"Mark_Novak","Yachats_Natural_Bridge","AD","Experimental",562,"Systematic Census","1899-12-30 08:21:00","1899-12-30 08:38:00",20,""
2014-09-08,2014-09-08,-864728048,"Mark_Novak","Yachats_Natural_Bridge","AF","Experimental",529,"Systematic Census","1899-12-30 03:26:00","1899-12-30 03:42:00",100,""
2014-09-08,2014-09-08,-1055936404,"Mark_Novak","Yachats_Natural_Bridge","B","Experimental",496,"Systematic Census","1899-12-30 05:40:00","1899-12-30 06:06:00",20,""
2014-09-08,2014-09-08,-1657810169,"Mark_Novak","Yachats_Natural_Bridge","C","Experimental",523,"Systematic Census","1899-12-30 06:07:00","1899-12-30 06:58:00",50,""
2014-09-08,2014-09-08,184710342,"Mark_Novak","Yachats_Natural_Bridge","D","Experimental",569,"Systematic Census","1899-12-30 03:03:00","1899-12-30 03:20:00",100,""
2014-09-08,2014-09-08,1068160027,"Mark_Novak","Yachats_Natural_Bridge","E","Experimental",553,"Systematic Census","1899-12-30 07:12:00","1899-12-30 07:58:00",50,""
2014-09-08,2014-09-08,-1773574366,"Mark_Novak","Yachats_Natural_Bridge","F","Experimental",603,"Systematic Census","1899-12-30 03:43:00","1899-12-30 03:58:00",100,""
2014-09-08,2014-09-08,-1613075167,"Mark_Novak","Yachats_Natural_Bridge","G","Experimental",492,"Systematic Census","1899-12-30 08:02:00","1899-12-30 08:11:00",100,""
2014-09-08,2014-09-09,1685211341,"Mark_Novak","Yachats_Natural_Bridge","AE","Experimental",512,"Systematic Census","1899-12-30 07:14:00","1899-12-30 07:31:00",100,"8+26+34+9+12 unassociated No eggs"
2014-09-08,2014-09-09,-32251867,"Mark_Novak","Yachats_Natural_Bridge","AG","Experimental",204,"Systematic Census","1899-12-30 07:33:00","1899-12-30 08:12:00",100,"18+20+7+21+7+7+7 unassociated No eggs"
2014-09-08,2014-09-09,1050532292,"Mark_Novak","Yachats_Natural_Bridge","BB","Experimental",587,"Systematic Census","1899-12-30 08:13:00","1899-12-30 08:38:00",100,"7+52+22+14+35+8+6+2 unassociated No eggs"
2014-09-08,2014-09-09,-2007443261,"Mark_Novak","Yachats_Natural_Bridge","BC","Experimental",574,"Systematic Census","1899-12-30 05:29:00","1899-12-30 06:17:00",50,"7+36+17+25+12+10+14+13+26+19+27 unassociated No eggs"
2014-09-08,2014-09-09,-544525466,"Mark_Novak","Yachats_Natural_Bridge","BD","Experimental",491,"Systematic Census","1899-12-30 06:24:00","1899-12-30 07:00:00",50,"5+21+9+20 unassociated No eggs"
2014-09-08,2014-09-09,1247549661,"Mark_Novak","Yachats_Natural_Bridge","BE","Experimental",561,"Systematic Census","1899-12-30 04:19:00","1899-12-30 04:37:00",100,""
2014-09-08,2014-09-09,1404395230,"Mark_Novak","Yachats_Natural_Bridge","BF","Experimental",577,"Systematic Census","1899-12-30 04:38:00","1899-12-30 05:27:00",100,"5+5+19+5+6+4 unassociated No eggs"
2014-10-07,2014-10-07,-1661553104,"Mark_Novak","Yachats_Natural_Bridge","A","Experimental",523,"Systematic Census","1899-12-30 17:39:00","1899-12-30 18:25:00",45,""
2014-10-07,2014-10-07,860506840,"Mark_Novak","Yachats_Natural_Bridge","AC","Experimental",550,"Systematic Census","1899-12-30 20:13:00","1899-12-30 20:19:00",100,""
2014-10-07,2014-10-07,-1138979642,"Mark_Novak","Yachats_Natural_Bridge","BE","Experimental",561,"Systematic Census","1899-12-30 20:21:00","1899-12-30 20:27:00",100,""
2014-10-07,2014-10-07,1866745138,"Mark_Novak","Yachats_Natural_Bridge","BF","Experimental",577,"Systematic Census","1899-12-30 20:28:00","1899-12-30 20:34:00",100,""
2014-10-07,2014-10-07,-1185069197,"Mark_Novak","Yachats_Natural_Bridge","C","Experimental",523,"Systematic Census","1899-12-30 08:26:00","1899-12-30 18:57:00",20,""
2014-10-07,2014-10-07,-1571372082,"Mark_Novak","Yachats_Natural_Bridge","D","Experimental",569,"Systematic Census","1899-12-30 19:53:00","1899-12-30 20:12:00",100,"16 unassociated No eggs"
2014-10-07,2014-10-07,1698705,"Mark_Novak","Yachats_Natural_Bridge","E","Experimental",553,"Systematic Census","1899-12-30 19:01:00","1899-12-30 19:30:00",25,""
2014-10-07,2014-10-07,-231925736,"Mark_Novak","Yachats_Natural_Bridge","F","Experimental",603,"Systematic Census","1899-12-30 19:35:00","1899-12-30 20:12:00",100,""
2014-10-07,2014-10-09,820107461,"Mark_Novak","Yachats_Natural_Bridge","AB","Experimental",481,"Systematic Census","1899-12-30 19:32:00","1899-12-30 19:47:00",100,""
2014-10-07,2014-10-09,-2056477481,"Mark_Novak","Yachats_Natural_Bridge","AD","Experimental",562,"Systematic Census","1899-12-30 20:30:00","1899-12-30 21:09:00",35,""
2014-10-07,2014-10-09,-1407566794,"Mark_Novak","Yachats_Natural_Bridge","AE","Experimental",512,"Systematic Census","1899-12-30 21:11:00","1899-12-30 21:22:00",100,""
2014-10-07,2014-10-09,-1085438226,"Mark_Novak","Yachats_Natural_Bridge","AF","Experimental",529,"Systematic Census","1899-12-30 21:57:00","1899-12-30 22:13:00",100,""
2014-10-07,2014-10-09,1768767911,"Mark_Novak","Yachats_Natural_Bridge","AG","Experimental",204,"Systematic Census","1899-12-30 21:23:00","1899-12-30 21:43:00",100,""
2014-10-07,2014-10-09,66606472,"Mark_Novak","Yachats_Natural_Bridge","B","Experimental",496,"Systematic Census","1899-12-30 18:32:00","1899-12-30 19:12:00",30,""
2014-10-07,2014-10-09,256504793,"Mark_Novak","Yachats_Natural_Bridge","BB","Experimental",587,"Systematic Census","1899-12-30 21:44:00","1899-12-30 21:57:00",100,""
2014-10-07,2014-10-09,396082834,"Mark_Novak","Yachats_Natural_Bridge","BC","Experimental",574,"Systematic Census","1899-12-30 20:11:00","1899-12-30 20:24:00",100,"15 unassociated No eggs"
2014-10-07,2014-10-09,-1729017420,"Mark_Novak","Yachats_Natural_Bridge","BD","Experimental",491,"Systematic Census","1899-12-30 19:49:00","1899-12-30 20:19:00",100,"13+7 unassociated No eggs"
2014-10-07,2014-10-09,751594841,"Mark_Novak","Yachats_Natural_Bridge","G","Experimental",492,"Systematic Census","1899-12-30 19:13:00","1899-12-30 19:31:00",100,""
2014-11-06,2014-11-06,1708200672,"Mark_Novak","Yachats_Natural_Bridge","A","Experimental",523,"Systematic Census","1899-12-30 16:06:00","1899-12-30 16:49:00",15,""
2014-11-06,2014-11-06,1198318992,"Mark_Novak","Yachats_Natural_Bridge","AB","Experimental",481,"Systematic Census","1899-12-30 18:33:00","1899-12-30 19:00:00",100,""
2014-11-06,2014-11-06,1041207153,"Mark_Novak","Yachats_Natural_Bridge","AC","Experimental",550,"Systematic Census","1899-12-30 19:51:00","1899-12-30 20:02:00",100,""
2014-11-06,2014-11-06,1995298443,"Mark_Novak","Yachats_Natural_Bridge","AF","Experimental",529,"Systematic Census","1899-12-30 19:28:00","1899-12-30 19:50:00",100,""
2014-11-06,2014-11-06,964409903,"Mark_Novak","Yachats_Natural_Bridge","AG","Experimental",204,"Systematic Census","1899-12-30 20:06:00","1899-12-30 20:31:00",95,"crack not done"
2014-11-06,2014-11-06,891696723,"Mark_Novak","Yachats_Natural_Bridge","B","Experimental",496,"Systematic Census","1899-12-30 16:50:00","1899-12-30 17:21:00",20,""
2014-11-06,2014-11-06,1870717639,"Mark_Novak","Yachats_Natural_Bridge","C","Experimental",523,"Systematic Census","1899-12-30 17:24:00","1899-12-30 17:55:00",15,""
2014-11-06,2014-11-06,2010566226,"Mark_Novak","Yachats_Natural_Bridge","D","Experimental",569,"Systematic Census","1899-12-30 15:45:00","1899-12-30 16:05:00",100,""
2014-11-06,2014-11-06,1570918365,"Mark_Novak","Yachats_Natural_Bridge","E","Experimental",553,"Systematic Census","1899-12-30 17:57:00","1899-12-30 18:28:00",20,""
2014-11-06,2014-11-06,1097821950,"Mark_Novak","Yachats_Natural_Bridge","G","Experimental",492,"Systematic Census","1899-12-30 19:01:00","1899-12-30 19:27:00",50,""
2014-11-06,2014-11-07,893467536,"Mark_Novak","Yachats_Natural_Bridge","AD","Experimental",562,"Systematic Census","1899-12-30 18:30:00","1899-12-30 19:00:00",25,""
2014-11-06,2014-11-07,-1877396255,"Mark_Novak","Yachats_Natural_Bridge","AE","Experimental",512,"Systematic Census","1899-12-30 19:06:00","1899-12-30 19:33:00",100,""
2014-11-06,2014-11-07,69698135,"Mark_Novak","Yachats_Natural_Bridge","BB","Experimental",587,"Systematic Census","1899-12-30 20:07:00","1899-12-30 20:30:00",100,""
2014-11-06,2014-11-07,981012070,"Mark_Novak","Yachats_Natural_Bridge","BC","Experimental",574,"Systematic Census","1899-12-30 17:19:00","1899-12-30 17:54:00",100,""
2014-11-06,2014-11-07,674507468,"Mark_Novak","Yachats_Natural_Bridge","BD","Experimental",491,"Systematic Census","1899-12-30 17:55:00","1899-12-30 18:28:00",100,""
2014-11-06,2014-11-07,-1753944258,"Mark_Novak","Yachats_Natural_Bridge","BE","Experimental",561,"Systematic Census","1899-12-30 19:58:00","1899-12-30 20:06:00",100,""
2014-11-06,2014-11-07,1500235390,"Mark_Novak","Yachats_Natural_Bridge","BF","Experimental",577,"Systematic Census","1899-12-30 19:34:00","1899-12-30 19:57:00",100,""
2014-11-06,2014-11-07,1610317870,"Mark_Novak","Yachats_Natural_Bridge","F","Experimental",603,"Systematic Census","1899-12-30 20:33:00","1899-12-30 20:40:00",100,""
2014-12-05,2014-12-05,-941980353,"Mark_Novak","Yachats_Natural_Bridge","AD","Experimental",562,"Systematic Census","1899-12-30 17:30:00","1899-12-30 18:07:00",40,""
2014-12-05,2014-12-05,-27282680,"Mark_Novak","Yachats_Natural_Bridge","AE","Experimental",512,"Systematic Census","1899-12-30 18:08:00","1899-12-30 18:41:00",100,""
2014-12-05,2014-12-05,1036086394,"Mark_Novak","Yachats_Natural_Bridge","AF","Experimental",529,"Systematic Census","1899-12-30 19:12:00","1899-12-30 19:29:00",100,""
2014-12-05,2014-12-05,1289370744,"Mark_Novak","Yachats_Natural_Bridge","AG","Experimental",204,"Systematic Census","1899-12-30 18:42:00","1899-12-30 19:11:00",100,""
2014-12-05,2014-12-05,529969803,"Mark_Novak","Yachats_Natural_Bridge","F","Experimental",603,"Systematic Census","1899-12-30 19:31:00","1899-12-30 19:51:00",100,""
2014-12-05,2014-12-06,-1488251527,"Mark_Novak","Yachats_Natural_Bridge","A","Experimental",523,"Systematic Census","1899-12-30 08:52:00","1899-12-30 19:27:00",25,""
2014-12-05,2014-12-06,1430412129,"Mark_Novak","Yachats_Natural_Bridge","AB","Experimental",481,"Systematic Census","1899-12-30 16:20:00","1899-12-30 16:51:00",50,""
2014-12-05,2014-12-06,85088966,"Mark_Novak","Yachats_Natural_Bridge","B","Experimental",496,"Systematic Census","1899-12-30 18:17:00","1899-12-30 18:50:00",20,"New natural patch below.  Water no longer pooling up in top left corner."
2014-12-05,2014-12-06,-148230896,"Mark_Novak","Yachats_Natural_Bridge","BC","Experimental",574,"Systematic Census","1899-12-30 19:48:00","1899-12-30 20:14:00",45,""
2014-12-05,2014-12-06,-1007471656,"Mark_Novak","Yachats_Natural_Bridge","BD","Experimental",491,"Systematic Census","1899-12-30 19:32:00","1899-12-30 19:47:00",20,""
2014-12-05,2014-12-06,-367816629,"Mark_Novak","Yachats_Natural_Bridge","C","Experimental",523,"Systematic Census","1899-12-30 17:40:00","1899-12-30 18:14:00",20,""
2014-12-05,2014-12-06,-1415147631,"Mark_Novak","Yachats_Natural_Bridge","D","Experimental",569,"Systematic Census","1899-12-30 20:15:00","1899-12-30 20:42:00",100,""
2014-12-05,2014-12-06,1861167870,"Mark_Novak","Yachats_Natural_Bridge","E","Experimental",553,"Systematic Census","1899-12-30 16:55:00","1899-12-30 17:34:00",20,""
2014-12-05,2014-12-06,1335588013,"Mark_Novak","Yachats_Natural_Bridge","G","Experimental",492,"Systematic Census","1899-12-30 15:41:00","1899-12-30 16:20:00",60,""
2014-12-05,2014-12-08,1950712278,"Mark_Novak","Yachats_Natural_Bridge","AC","Experimental",550,"Systematic Census","1899-12-30 17:14:00","1899-12-30 17:26:00",100,""
2014-12-05,2014-12-08,-741352334,"Mark_Novak","Yachats_Natural_Bridge","BB","Experimental",587,"Systematic Census","1899-12-30 18:07:00","1899-12-30 18:37:00",100,""
2014-12-05,2014-12-08,828888199,"Mark_Novak","Yachats_Natural_Bridge","BE","Experimental",561,"Systematic Census","1899-12-30 18:38:00","1899-12-30 18:52:00",100,""
2014-12-05,2014-12-08,331022709,"Mark_Novak","Yachats_Natural_Bridge","BF","Experimental",577,"Systematic Census","1899-12-30 18:53:00","1899-12-30 19:18:00",100,""
2015-01-18,2015-01-18,1430758420,"Mark_Novak","Yachats_Natural_Bridge","AB","Experimental",481,"Systematic Census","1899-12-30 15:55:00","1899-12-30 16:18:00",100,""
2015-01-18,2015-01-18,989234276,"Mark_Novak","Yachats_Natural_Bridge","AC","Experimental",550,"Systematic Census","1899-12-30 18:53:00","1899-12-30 19:10:00",100,""
2015-01-18,2015-01-18,-882927471,"Mark_Novak","Yachats_Natural_Bridge","AD","Experimental",562,"Systematic Census","1899-12-30 16:23:00","1899-12-30 16:48:00",100,""
2015-01-18,2015-01-18,-1757803444,"Mark_Novak","Yachats_Natural_Bridge","AE","Experimental",512,"Systematic Census","1899-12-30 16:54:00","1899-12-30 17:16:00",100,""
2015-01-18,2015-01-18,-1245741217,"Mark_Novak","Yachats_Natural_Bridge","AF","Experimental",529,"Systematic Census","1899-12-30 15:28:00","1899-12-30 15:52:00",100,""
2015-01-18,2015-01-18,-647073956,"Mark_Novak","Yachats_Natural_Bridge","AG","Experimental",204,"Systematic Census","1899-12-30 17:22:00","1899-12-30 17:56:00",100,""
2015-01-18,2015-01-18,533971533,"Mark_Novak","Yachats_Natural_Bridge","D","Experimental",569,"Systematic Census","1899-12-30 18:32:00","1899-12-30 18:52:00",100,""
