Date,Site,Location,Patch ,Quad,N.ostrina,N.canaliculata,Notes,Recorder,DataEntryBy
5.27.14,YB,Natural Bridge,BB,1,12,1,,MN,IsaacS
5.27.14,YB,Natural Bridge,BB,2,2,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BB,3,16,1,,MN,IsaacS
5.27.14,YB,Natural Bridge,BB,4,1,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BB,5,1,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BB,6,1,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BB,7,1,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BB,8,0,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BB,9,0,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BC,1,19,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BC,2,6,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BC,3,8,0,1 Juvenile,MN,IsaacS
5.27.14,YB,Natural Bridge,BC,4,10,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BC,5,4,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BC,6,5,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BC,7,5,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BC,8,19,1,,MN,IsaacS
5.27.14,YB,Natural Bridge,BC,9,10,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BD,1,5,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BD,2,13,1,,MN,IsaacS
5.27.14,YB,Natural Bridge,BD,3,1,1,,MN,IsaacS
5.27.14,YB,Natural Bridge,BD,4,0,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BD,5,3,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BD,6,0,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BD,7,1,1,,MN,IsaacS
5.27.14,YB,Natural Bridge,BD,8,1,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BD,9,2,1,,MN,IsaacS
5.27.14,YB,Natural Bridge,BE,1,0,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BE,2,0,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BE,3,0,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BE,4,2,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BE,5,2,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BE,6,1,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BE,7,1,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BE,8,0,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BE,9,1,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BF,1,3,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BF,2,0,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BF,3,2,1,,MN,IsaacS
5.27.14,YB,Natural Bridge,BF,4,1,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BF,5,1,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BF,6,1,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BF,7,8,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BF,8,15,0,,MN,IsaacS
5.27.14,YB,Natural Bridge,BF,9,4,0,,MN,IsaacS
6.24.14,YB,Natural Bridge,A,1,6,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,A,2,3,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,A,3,5,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,A,4,6,1,,IsaacS,MN
6.24.14,YB,Natural Bridge,A,5,6,5,,IsaacS,MN
6.24.14,YB,Natural Bridge,A,6,0,3,,IsaacS,MN
6.24.14,YB,Natural Bridge,A,7,8,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,A,8,1,1,,IsaacS,MN
6.24.14,YB,Natural Bridge,A,9,9,8,,IsaacS,MN
6.24.14,YB,Natural Bridge,B,1,28,34,,IsaacS,MN
6.24.14,YB,Natural Bridge,B,2,7,94,/3juv,IsaacS,MN
6.24.14,YB,Natural Bridge,B,3,10,27,10 eggs,IsaacS,MN
6.24.14,YB,Natural Bridge,B,4,7,64,,IsaacS,MN
6.24.14,YB,Natural Bridge,B,5,6,72,,IsaacS,MN
6.24.14,YB,Natural Bridge,B,6,7,59,/1 juv,IsaacS,MN
6.24.14,YB,Natural Bridge,B,7,10,6,2juv/2juv,IsaacS,MN
6.24.14,YB,Natural Bridge,B,8,10,19,/1juv,IsaacS,MN
6.24.14,YB,Natural Bridge,B,9,9,7,1juv/1juv,IsaacS,MN
6.24.14,YB,Natural Bridge,C,1,44,19,13 eggs,IsaacS,MN
6.24.14,YB,Natural Bridge,C,2,16,1,,IsaacS,MN
6.24.14,YB,Natural Bridge,C,3,21,4,16 eggs,IsaacS,MN
6.24.14,YB,Natural Bridge,C,4,8,2,,IsaacS,MN
6.24.14,YB,Natural Bridge,C,5,1,1,,IsaacS,MN
6.24.14,YB,Natural Bridge,C,6,4,3,8 eggs,IsaacS,MN
6.24.14,YB,Natural Bridge,C,7,3,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,C,8,14,4,/1juv,IsaacS,MN
6.24.14,YB,Natural Bridge,C,9,14,5,4 eggs,IsaacS,MN
6.24.14,YB,Natural Bridge,D,1,1,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,D,2,0,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,D,3,1,0,1juv/,IsaacS,MN
6.24.14,YB,Natural Bridge,D,4,1,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,D,5,1,1,,IsaacS,MN
6.24.14,YB,Natural Bridge,D,6,2,1,,IsaacS,MN
6.24.14,YB,Natural Bridge,D,7,1,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,D,8,0,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,D,9,1,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,E,1,35,2,,IsaacS,MN
6.24.14,YB,Natural Bridge,E,2,11,1,,IsaacS,MN
6.24.14,YB,Natural Bridge,E,3,2,1,,IsaacS,MN
6.24.14,YB,Natural Bridge,E,4,7,2,1juv/,IsaacS,MN
6.24.14,YB,Natural Bridge,E,5,7,4,15 eggs,IsaacS,MN
6.24.14,YB,Natural Bridge,E,6,7,1,,IsaacS,MN
6.24.14,YB,Natural Bridge,E,7,7,1,,IsaacS,MN
6.24.14,YB,Natural Bridge,E,8,82,5,3juv/,IsaacS,MN
6.24.14,YB,Natural Bridge,E,9,36,5,,IsaacS,MN
6.24.14,YB,Natural Bridge,F,1,5,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,F,2,1,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,F,3,15,0,1juv/,IsaacS,MN
6.24.14,YB,Natural Bridge,F,4,1,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,F,5,1,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,F,6,1,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,F,7,5,1,1juv/,IsaacS,MN
6.24.14,YB,Natural Bridge,F,8,4,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,F,9,1,1,,IsaacS,MN
6.24.14,YB,Natural Bridge,G,1,3,1,,IsaacS,MN
6.24.14,YB,Natural Bridge,G,2,9,2,,IsaacS,MN
6.24.14,YB,Natural Bridge,G,3,33,2,1juv/1juv,IsaacS,MN
6.24.14,YB,Natural Bridge,G,4,5,1,1juv/,IsaacS,MN
6.24.14,YB,Natural Bridge,G,5,45,4,1juv/,IsaacS,MN
6.24.14,YB,Natural Bridge,G,6,7,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,G,7,14,0,1juv/,IsaacS,MN
6.24.14,YB,Natural Bridge,G,8,21,3,1juv/,IsaacS,MN
6.24.14,YB,Natural Bridge,G,9,16,1,2juv/,IsaacS,MN
6.24.14,YB,Natural Bridge,AB,1,10,2,2juv,IsaacS,MN
6.24.14,YB,Natural Bridge,AB,2,19,3,/1juv,IsaacS,MN
6.24.14,YB,Natural Bridge,AB,3,6,1,,IsaacS,MN
6.24.14,YB,Natural Bridge,AB,4,4,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,AB,5,18,3,,IsaacS,MN
6.24.14,YB,Natural Bridge,AB,6,11,1,,IsaacS,MN
6.24.14,YB,Natural Bridge,AB,7,28,2,5juv/1juv,IsaacS,MN
6.24.14,YB,Natural Bridge,AB,8,16,5,3juv/1juv,IsaacS,MN
6.24.14,YB,Natural Bridge,AB,9,5,2,,IsaacS,MN
6.24.14,YB,Natural Bridge,AC,1,0,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,AC,2,0,0,2juv/,IsaacS,MN
6.24.14,YB,Natural Bridge,AC,3,3,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,AC,4,1,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,AC,5,0,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,AC,6,1,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,AC,7,2,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,AC,8,8,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,AC,9,2,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,AD,1,16,3,/1juv,IsaacS,MN
6.24.14,YB,Natural Bridge,AD,2,15,3,,IsaacS,MN
6.24.14,YB,Natural Bridge,AD,3,1,1,,IsaacS,MN
6.24.14,YB,Natural Bridge,AD,4,4,2,,IsaacS,MN
6.24.14,YB,Natural Bridge,AD,5,15,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,AD,6,2,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,AD,7,9,6,,IsaacS,MN
6.24.14,YB,Natural Bridge,AD,8,14,6,,IsaacS,MN
6.24.14,YB,Natural Bridge,AD,9,13,12,,IsaacS,MN
6.24.14,YB,Natural Bridge,AE,1,23,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,AE,2,0,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,AE,3,26,0,4juv/,IsaacS,MN
6.24.14,YB,Natural Bridge,AE,4,1,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,AE,5,2,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,AE,6,12,0,1juv/,IsaacS,MN
6.24.14,YB,Natural Bridge,AE,7,3,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,AE,8,16,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,AE,9,13,0,1juv/,IsaacS,MN
6.24.14,YB,Natural Bridge,AF,1,7,2,1juv/,IsaacS,MN
6.24.14,YB,Natural Bridge,AF,2,1,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,AF,3,3,2,1juv/1juv,IsaacS,MN
6.24.14,YB,Natural Bridge,AF,4,3,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,AF,5,1,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,AF,6,1,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,AF,7,12,0,1juv/,IsaacS,MN
6.24.14,YB,Natural Bridge,AF,8,17,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,AF,9,28,2,2juv/2juv,IsaacS,MN
6.24.14,YB,Natural Bridge,AG,1,4,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,AG,2,3,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,AG,3,9,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,AG,4,8,1,,IsaacS,MN
6.24.14,YB,Natural Bridge,AG,5,1,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,AG,6,3,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,AG,7,7,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,AG,8,4,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,AG,9,10,1,,IsaacS,MN
6.24.14,YB,Natural Bridge,BB,1,13,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BB,2,8,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BB,3,31,2,1juv/,IsaacS,MN
6.24.14,YB,Natural Bridge,BB,4,2,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BB,5,33,0,1juv/,IsaacS,MN
6.24.14,YB,Natural Bridge,BB,6,4,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BB,7,1,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BB,8,7,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BB,9,4,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BC,1,47,1,2juv/1juv,IsaacS,MN
6.24.14,YB,Natural Bridge,BC,2,19,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BC,3,18,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BC,4,7,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BC,5,12,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BC,6,13,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BC,7,8,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BC,8,57,0,3juv/,IsaacS,MN
6.24.14,YB,Natural Bridge,BC,9,27,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BD,1,13,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BD,2,12,2,,IsaacS,MN
6.24.14,YB,Natural Bridge,BD,3,0,1,,IsaacS,MN
6.24.14,YB,Natural Bridge,BD,4,1,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BD,5,1,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BD,6,4,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BD,7,5,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BD,8,1,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BD,9,4,2,,IsaacS,MN
6.24.14,YB,Natural Bridge,BE,1,0,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BE,2,0,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BE,3,0,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BE,4,1,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BE,5,0,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BE,6,0,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BE,7,0,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BE,8,0,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BE,9,0,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BF,1,5,0,1juv/,IsaacS,MN
6.24.14,YB,Natural Bridge,BF,2,2,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BF,3,3,0,1juv/,IsaacS,MN
6.24.14,YB,Natural Bridge,BF,4,1,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BF,5,3,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BF,6,4,0,1juv/,IsaacS,MN
6.24.14,YB,Natural Bridge,BF,7,14,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BF,8,23,0,,IsaacS,MN
6.24.14,YB,Natural Bridge,BF,9,5,0,,IsaacS,MN
7.24.14,YB,Natural Bridge,A,1,6,0,,IsaacS,MN
7.24.14,YB,Natural Bridge,A,2,11,11,,IsaacS,MN
7.24.14,YB,Natural Bridge,A,3,4,0,/5juv,IsaacS,MN
7.24.14,YB,Natural Bridge,A,4,2,3,,IsaacS,MN
7.24.14,YB,Natural Bridge,A,5,12,19,/2juv,IsaacS,MN
7.24.14,YB,Natural Bridge,A,6,1,3,,IsaacS,MN
7.24.14,YB,Natural Bridge,A,7,5,4,/2juv;18eggs,IsaacS,MN
7.24.14,YB,Natural Bridge,A,8,2,7,/7juv;9eggs,IsaacS,MN
7.24.14,YB,Natural Bridge,A,9,8,19,/2juv,IsaacS,MN
7.24.14,YB,Natural Bridge,B,1,11,95,"/3juv,12eggs",IsaacS,MN
7.24.14,YB,Natural Bridge,B,2,2,8,,IsaacS,MN
7.24.14,YB,Natural Bridge,B,3,8,83,,IsaacS,MN
7.24.14,YB,Natural Bridge,B,4,1,20,/7juv;8eggs,IsaacS,MN
7.24.14,YB,Natural Bridge,B,5,1,33,/12juv,IsaacS,MN
7.24.14,YB,Natural Bridge,B,6,8,82,1juv/9juv,IsaacS,MN
7.24.14,YB,Natural Bridge,B,7,3,9,/2juv,IsaacS,MN
7.24.14,YB,Natural Bridge,B,8,9,21,/2juv,IsaacS,MN
7.24.14,YB,Natural Bridge,B,9,22,31,/1juv,IsaacS,MN
7.24.14,YB,Natural Bridge,C,1,28,29,,IsaacS,MN
7.24.14,YB,Natural Bridge,C,2,8,3,,IsaacS,MN
7.24.14,YB,Natural Bridge,C,3,27,5,42eggs,IsaacS,MN
7.24.14,YB,Natural Bridge,C,4,4,0,,IsaacS,MN
7.24.14,YB,Natural Bridge,C,5,0,1,,IsaacS,MN
7.24.14,YB,Natural Bridge,C,6,11,7,,IsaacS,MN
7.24.14,YB,Natural Bridge,C,7,6,3,/2juv,IsaacS,MN
7.24.14,YB,Natural Bridge,C,8,18,24,,IsaacS,MN
7.24.14,YB,Natural Bridge,C,9,22,18,24eggs/2juv,IsaacS,MN
7.25.14,YB,Natural Bridge,D,1,7,0,,MN,MN
7.25.14,YB,Natural Bridge,D,2,0,0,,MN,MN
7.25.14,YB,Natural Bridge,D,3,3,0,,MN,MN
7.25.14,YB,Natural Bridge,D,4,1,0,,MN,MN
7.25.14,YB,Natural Bridge,D,5,1,1,,MN,MN
7.25.14,YB,Natural Bridge,D,6,1,0,,MN,MN
7.25.14,YB,Natural Bridge,D,7,0,1,,MN,MN
7.25.14,YB,Natural Bridge,D,8,0,0,,MN,MN
7.25.14,YB,Natural Bridge,D,9,7,0,,MN,MN
7.24.14,YB,Natural Bridge,E,1,38,6,43eggs,IsaacS,MN
7.24.14,YB,Natural Bridge,E,2,17,2,,IsaacS,MN
7.24.14,YB,Natural Bridge,E,3,4,0,5eggs,IsaacS,MN
7.24.14,YB,Natural Bridge,E,4,11,1,,IsaacS,MN
7.24.14,YB,Natural Bridge,E,5,4,3,,IsaacS,MN
7.24.14,YB,Natural Bridge,E,6,23,2,,IsaacS,MN
7.24.14,YB,Natural Bridge,E,7,10,0,,IsaacS,MN
7.24.14,YB,Natural Bridge,E,8,43,11,150eggs,IsaacS,MN
7.24.14,YB,Natural Bridge,E,9,32,12,100eggs,IsaacS,MN
7.24.14,YB,Natural Bridge,F,1,0,0,,IsaacS,MN
7.24.14,YB,Natural Bridge,F,2,2,1,,IsaacS,MN
7.24.14,YB,Natural Bridge,F,3,3,0,,IsaacS,MN
7.24.14,YB,Natural Bridge,F,4,0,0,,IsaacS,MN
7.24.14,YB,Natural Bridge,F,5,3,0,,IsaacS,MN
7.24.14,YB,Natural Bridge,F,6,2,0,,IsaacS,MN
7.24.14,YB,Natural Bridge,F,7,3,1,,IsaacS,MN
7.24.14,YB,Natural Bridge,F,8,2,0,,IsaacS,MN
7.24.14,YB,Natural Bridge,F,9,2,0,,IsaacS,MN
7.24.14,YB,Natural Bridge,G,1,6,3,,IsaacS,MN
7.24.14,YB,Natural Bridge,G,2,15,5,,IsaacS,MN
7.24.14,YB,Natural Bridge,G,3,46,1,,IsaacS,MN
7.24.14,YB,Natural Bridge,G,4,1,1,,IsaacS,MN
7.24.14,YB,Natural Bridge,G,5,32,19,,IsaacS,MN
7.24.14,YB,Natural Bridge,G,6,2,2,,IsaacS,MN
7.24.14,YB,Natural Bridge,G,7,7,1,,IsaacS,MN
7.24.14,YB,Natural Bridge,G,8,36,2,,IsaacS,MN
7.24.14,YB,Natural Bridge,G,9,21,2,,IsaacS,MN
7.24.14,YB,Natural Bridge,AB,1,21,2,,IsaacS,MN
7.24.14,YB,Natural Bridge,AB,2,26,2,,IsaacS,MN
7.24.14,YB,Natural Bridge,AB,3,18,3,,IsaacS,MN
7.24.14,YB,Natural Bridge,AB,4,42,0,,IsaacS,MN
7.24.14,YB,Natural Bridge,AB,5,14,3,,IsaacS,MN
7.24.14,YB,Natural Bridge,AB,6,34,16,,IsaacS,MN
7.24.14,YB,Natural Bridge,AB,7,36,13,,IsaacS,MN
7.24.14,YB,Natural Bridge,AB,8,18,9,,IsaacS,MN
7.24.14,YB,Natural Bridge,AB,9,18,3,,IsaacS,MN
7.25.14,YB,Natural Bridge,AC,1,1,0,,MN,MN
7.25.14,YB,Natural Bridge,AC,2,1,0,,MN,MN
7.25.14,YB,Natural Bridge,AC,3,0,1,,MN,MN
7.25.14,YB,Natural Bridge,AC,4,0,0,,MN,MN
7.25.14,YB,Natural Bridge,AC,5,0,0,,MN,MN
7.25.14,YB,Natural Bridge,AC,6,1,0,,MN,MN
7.25.14,YB,Natural Bridge,AC,7,2,0,,MN,MN
7.25.14,YB,Natural Bridge,AC,8,3,0,,MN,MN
7.25.14,YB,Natural Bridge,AC,9,0,0,,MN,MN
7.24.14,YB,Natural Bridge,AD,1,18,7,,IsaacS,MN
7.24.14,YB,Natural Bridge,AD,2,20,5,,IsaacS,MN
7.24.14,YB,Natural Bridge,AD,3,3,2,,IsaacS,MN
7.24.14,YB,Natural Bridge,AD,4,24,10,,IsaacS,MN
7.24.14,YB,Natural Bridge,AD,5,13,6,,IsaacS,MN
7.24.14,YB,Natural Bridge,AD,6,23,27,/6juv;8eggs,IsaacS,MN
7.24.14,YB,Natural Bridge,AD,7,14,8,22eggs,IsaacS,MN
7.24.14,YB,Natural Bridge,AD,8,19,28,,IsaacS,MN
7.24.14,YB,Natural Bridge,AD,9,15,13,/3juv;8eggs,IsaacS,MN
7.24.14,YB,Natural Bridge,AE,1,39,0,,IsaacS,MN
7.24.14,YB,Natural Bridge,AE,2,6,0,,IsaacS,MN
7.24.14,YB,Natural Bridge,AE,3,41,1,,IsaacS,MN
7.24.14,YB,Natural Bridge,AE,4,2,0,,IsaacS,MN
7.24.14,YB,Natural Bridge,AE,5,2,0,,IsaacS,MN
7.24.14,YB,Natural Bridge,AE,6,20,0,,IsaacS,MN
7.24.14,YB,Natural Bridge,AE,7,4,0,,IsaacS,MN
7.24.14,YB,Natural Bridge,AE,8,12,0,,IsaacS,MN
7.24.14,YB,Natural Bridge,AE,9,21,1,,IsaacS,MN
7.24.14,YB,Natural Bridge,AF,1,2,0,,IsaacS,MN
7.24.14,YB,Natural Bridge,AF,2,1,0,,IsaacS,MN
7.24.14,YB,Natural Bridge,AF,3,0,0,,IsaacS,MN
7.24.14,YB,Natural Bridge,AF,4,6,0,,IsaacS,MN
7.24.14,YB,Natural Bridge,AF,5,3,0,,IsaacS,MN
7.24.14,YB,Natural Bridge,AF,6,7,0,,IsaacS,MN
7.24.14,YB,Natural Bridge,AF,7,8,0,,IsaacS,MN
7.24.14,YB,Natural Bridge,AF,8,6,0,,IsaacS,MN
7.24.14,YB,Natural Bridge,AF,9,9,0,,IsaacS,MN
7.25.14,YB,Natural Bridge,AG,1,4,0,,MN,MN
7.25.14,YB,Natural Bridge,AG,2,1,0,,MN,MN
7.25.14,YB,Natural Bridge,AG,3,13,0,,MN,MN
7.25.14,YB,Natural Bridge,AG,4,15,0,,MN,MN
7.25.14,YB,Natural Bridge,AG,5,1,0,,MN,MN
7.25.14,YB,Natural Bridge,AG,6,3,0,,MN,MN
7.25.14,YB,Natural Bridge,AG,7,4,1,,MN,MN
7.25.14,YB,Natural Bridge,AG,8,2,2,,MN,MN
7.25.14,YB,Natural Bridge,AG,9,11,3,6eggs/,MN,MN
7.25.14,YB,Natural Bridge,BB,1,8,1,,MN,MN
7.25.14,YB,Natural Bridge,BB,2,11,1,,MN,MN
7.25.14,YB,Natural Bridge,BB,3,48,2,7eggs/,MN,MN
7.25.14,YB,Natural Bridge,BB,4,2,0,,MN,MN
7.25.14,YB,Natural Bridge,BB,5,54,0,,MN,MN
7.25.14,YB,Natural Bridge,BB,6,0,0,,MN,MN
7.25.14,YB,Natural Bridge,BB,7,4,0,,MN,MN
7.25.14,YB,Natural Bridge,BB,8,9,0,,MN,MN
7.25.14,YB,Natural Bridge,BB,9,14,0,,MN,MN
7.25.14,YB,Natural Bridge,BC,1,54,0,20eggs/,MN,MN
7.25.14,YB,Natural Bridge,BC,2,14,0,,MN,MN
7.25.14,YB,Natural Bridge,BC,3,19,0,,MN,MN
7.25.14,YB,Natural Bridge,BC,4,6,1,9eggs/,MN,MN
7.25.14,YB,Natural Bridge,BC,5,13,0,,MN,MN
7.25.14,YB,Natural Bridge,BC,6,16,0,,MN,MN
7.25.14,YB,Natural Bridge,BC,7,3,0,,MN,MN
7.25.14,YB,Natural Bridge,BC,8,57,4,40eggs/,MN,MN
7.25.14,YB,Natural Bridge,BC,9,38,1,,MN,MN
7.24.14,YB,Natural Bridge,BD,1,11,2,,IsaacS,MN
7.24.14,YB,Natural Bridge,BD,2,16,1,9eggs/,IsaacS,MN
7.24.14,YB,Natural Bridge,BD,3,7,1,,IsaacS,MN
7.24.14,YB,Natural Bridge,BD,4,1,0,,IsaacS,MN
7.24.14,YB,Natural Bridge,BD,5,6,0,,IsaacS,MN
7.24.14,YB,Natural Bridge,BD,6,8,0,,IsaacS,MN
7.24.14,YB,Natural Bridge,BD,7,6,2,,IsaacS,MN
7.24.14,YB,Natural Bridge,BD,8,0,0,,IsaacS,MN
7.24.14,YB,Natural Bridge,BD,9,2,0,,IsaacS,MN
7.25.14,YB,Natural Bridge,BE,1,3,0,,MN,MN
7.25.14,YB,Natural Bridge,BE,2,2,0,,MN,MN
7.25.14,YB,Natural Bridge,BE,3,2,0,,MN,MN
7.25.14,YB,Natural Bridge,BE,4,3,0,,MN,MN
7.25.14,YB,Natural Bridge,BE,5,6,0,,MN,MN
7.25.14,YB,Natural Bridge,BE,6,3,0,,MN,MN
7.25.14,YB,Natural Bridge,BE,7,2,0,,MN,MN
7.25.14,YB,Natural Bridge,BE,8,0,0,,MN,MN
7.25.14,YB,Natural Bridge,BE,9,6,0,,MN,MN
7.25.14,YB,Natural Bridge,BF,1,7,0,,MN,MN
7.25.14,YB,Natural Bridge,BF,2,7,0,,MN,MN
7.25.14,YB,Natural Bridge,BF,3,12,0,,MN,MN
7.25.14,YB,Natural Bridge,BF,4,0,0,,MN,MN
7.25.14,YB,Natural Bridge,BF,5,9,0,,MN,MN
7.25.14,YB,Natural Bridge,BF,6,5,0,,MN,MN
7.25.14,YB,Natural Bridge,BF,7,27,1,,MN,MN
7.25.14,YB,Natural Bridge,BF,8,49,1,,MN,MN
7.25.14,YB,Natural Bridge,BF,9,4,0,,MN,MN
9.7.14,YB,Natural Bridge,A,1,3,21,/4juv,MN,MN
9.7.14,YB,Natural Bridge,A,2,3,33,10eggs/13juv,MN,MN
9.7.14,YB,Natural Bridge,A,3,6,8,/1juv,MN,MN
9.7.14,YB,Natural Bridge,A,4,2,19,/1juv,MN,MN
9.7.14,YB,Natural Bridge,A,5,5,25,21eggs/1juv-41eggs,MN,MN
9.7.14,YB,Natural Bridge,A,6,2,15,/1juv,MN,MN
9.7.14,YB,Natural Bridge,A,7,6,15,/3juv,MN,MN
9.7.14,YB,Natural Bridge,A,8,1,13,/1juv,MN,MN
9.7.14,YB,Natural Bridge,A,9,2,16,/5juv,MN,MN
9.7.14,YB,Natural Bridge,B,1,0,6,6eggs/3juv-24eggs,MN,MN
9.7.14,YB,Natural Bridge,B,2,3,25,/7juv,MN,MN
9.7.14,YB,Natural Bridge,B,3,0,19,/5juv,MN,MN
9.7.14,YB,Natural Bridge,B,4,2,8,/1juv,MN,MN
9.7.14,YB,Natural Bridge,B,5,0,47,/4juv,MN,MN
9.7.14,YB,Natural Bridge,B,6,0,32,/13juv,MN,MN
9.7.14,YB,Natural Bridge,B,7,2,21,/1juv,MN,MN
